"CID","FeatureHydrophobeCount3D","HBondAcceptorCount","HBondDonorCount","IsomericSMILES","MolecularWeight","drug_class"
"60849","1.0","7","3","C1CN(C(CN1CCCCC(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F)C(=O)N)CC(=O)NC4=C(C=C(C=C4Cl)N)Cl","604.524","multi"
"60781","NA","9","6","CN[C@H](CC1=CC=CC=C1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C=O.OS(=O)(=O)O","514.598","hematologic"
"60606","0.0","4","0","COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3","321.819","hematologic"
"57026","0.0","6","0","CC(=O)O[C@@H]1[C@@H](SC2=C(C=CC(=C2)Cl)N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC","448.962","multi"
"55263","1.0","3","2","CCC1=C(NC(=O)N1)C(=O)C2=CC=NC=C2","217.228","multi"
"54953","NA","10","4","CS(=O)(=O)[O-].CS(=O)(=O)[O-].C1=CC(=CC=C1C(=O)OC2=CC3=C(C=C2)C=C(C=C3)C(=N)[NH3+])N=C([NH3+])N","539.578","multi"
"54343","0.0","5","2","C1=CC(=CC=C1CCNS(=O)(=O)C2=CC=C(C=C2)Cl)CC(=O)O","353.817","hematologic"
"53555","0.0","3","1","CC1=C(C2=CC=CC=C2N1CCC(=O)O)CN3C=CN=C3","283.331","multi"
"51550","0.0","6","2","C1=CC=C(C=C1)S(=O)(=O)NCCC2=CC=C(C=C2)OCC(=O)O","335.374","multi"
"47897","NA","10","0","C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Ca+2].[Cu+2]","391.836","hematologic"
"44219","NA","7","3","CC(=O)OC1=CC=CC=C1C(=O)[O-].C(CC[NH3+])CC(C(=O)O)N","326.349","multi"
"42923","0.0","3","0","CC1=NN(C(=O)C1)CCOC2=CC3=CC=CC=C3C=C2","268.316","multi"
"42786","NA","1","2","C1C2=C(C=CC(=C2Cl)Cl)NC3=NC(=O)CN31.Cl","292.544","multi"
"37720","0.0","21","6","C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2CO[C@H]([C@@H]([C@H]2OS(=O)(=O)O)OS(=O)(=O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)O","602.473","hematologic"
"34458","0.0","5","0","COC1=C(C2=C(CC3C4=CC5=C(C=C4CCN3C2)OCO5)C=C1)OC","339.391","multi"
"32756","0.0","15","6","CC(=O)N[C@@H]1[C@H]([C@H]([C@H](O[C@H]1O)CO)OS(=O)(=O)[O-])O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](O2)C(=O)[O-])O)O)O","475.374","hematologic"
"31635","0.0","3","2","C1=CC=C(C=C1)CCNC2=CC=CC=C2C(=O)O","241.29","multi"
"31348","0.0","7","1","C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O","189.099","hematologic"
"29963","NA","10","4","C1=CC(=C(C=C1O)S(=O)(=O)[O-])O.C1=CC(=C(C=C1O)S(=O)(=O)[O-])O.[Ca+2]","418.4","hematologic"
"27991","NA","15","13","C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N","1069.224","hematologic"
"25738","1.0","4","2","COC(=N)CCCCC(=N)OC","172.228","hematologic"
"25544","NA","10","2","C(CN(CC(=O)O)CC(=O)[O-])N(CC(=O)O)CC(=O)[O-].[Ca+2]","330.306","hematologic"
"24769","NA","2","0","CN(C)CCCCCCN(C)C.C(CBr)CBr","374.205","hematologic"
"24205","3.0","3","1","CC1=C(C(=O)C(=C(C1=O)C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O)C","446.716","multi"
"23205","0.0","4","1","C[C@@H]1C[C@@H]2[C@H]([C@@H]([C@]3([C@H]1C=CC3=O)C)O)C(=C)C(=O)O2","262.305","multi"
"22986","NA","9","4","C1=CC(=CC=C1C(=O)N[C@H](CCC(=O)[O-])C(=O)[O-])NCC2=CN=C3C(=N2)C(=O)N=C(N3)N.[Na+].[Na+]","485.368","hematologic"
"22543","NA","6","1","CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C5=C(C=C4)OCO5)OCO3.Cl","389.832","multi"
"22230","NA","8","5","C(C(=O)O)C(CC(=O)O)(C(=O)O)O.O","210.138","hematologic"
"21706","NA","27","10","C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5N=CN=C6N)O)O)O)O","836.39","hematologic"
"19402","0.0","3","0","C1=CC=C(C=C1)C(C2=CC=C(C=C2)Cl)C(=O)C3C(=O)C4=CC=CC=C4C3=O","374.82","hematologic"
"17903","1.0","3","0","CC=CC1=CC(=C(C=C1OC)OC)OC","208.257","multi"
"17520","0.0","2","1","C1=CC=C2C(=C1)C(=O)NS2","151.183","multi"
"17507","0.0","5","3","C1=CC(=C(C=C1O)S(=O)(=O)O)O","190.169","hematologic"
"17506","NA","6","4","CCNCC.C1=CC(=C(C=C1O)S(=O)(=O)O)O","263.308","hematologic"
"16315","2.0","3","0","C=CCSSSCC=C","178.326","multi"
"16156","NA","10","2","C(CN(CC(=O)O)CC(=O)[O-])N(CC(=O)O)CC(=O)[O-].[K+].[K+]","368.425","hematologic"
"14789","NA","4","2","O[Fe]=O.O[Fe]=O.[Fe]","233.547","hematologic"
"14530","0.0","3","2","CC(=O)C1=CC(=C(C=C1)O)O","152.149","multi"
"12228","0.0","2","0","CN=C=O","57.052","hematologic"
"10569","1.0","2","1","CC(C)C1=CC2=CC[C@@H]3[C@@]([C@H]2CC1)(CCC[C@@]3(C)C(=O)O)C","302.458","multi"
"10205","0.0","3","1","CC1=CC(=O)C2=C(C1=O)C=CC=C2O","188.182","multi"
"9458","0.0","7","1","CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(=O)O","248.157","hematologic"
"8768","0.0","3","2","C1=CC(=C(C=C1C=O)O)O","138.122","hematologic"
"8759","NA","10","2","C(CN(CC(=O)O)CC(=O)[O-])N(CC(=O)O)CC(=O)[O-].[Na+].[Na+]","336.208","hematologic"
"8536","0.0","5","1","CC1(CC(=O)C2=CC=CC=C2C1=O)S(=O)(=O)O","254.256","hematologic"
"8230","NA","16","14","C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N","1084.239","multi"
"7436","0.0","4","3","CNCC(=O)C1=CC(=C(C=C1)O)O","181.191","multi"
"7083","NA","4","1","CC1=CC2=C(C=C1N)SC3=CC(=[N+](C)C)C=CC3=N2.[Cl-]","305.824","hematologic"
"6247","NA","8","0","CC(=O)OC1=CC=CC=C1C(=O)[O-].CC(=O)OC1=CC=CC=C1C(=O)[O-].[Ca+2]","398.38","multi"
"6049","0.0","10","4","C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O","292.244","hematologic"
"6037","0.0","9","6","C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N","441.404","hematologic"
"5772","NA","16","13","C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCCN)C(=O)NCC(=O)N","1056.225","multi"
"5712","0.0","3","1","C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)C4=CC=C(O4)CO","304.349","hematologic"
"5631","1.0","4","1","CC12CCC3C(C1CCC2NCCCCCCN4C(=O)C=CC4=O)CCC5=C3C=CC(=C5)OC","464.65","hematologic"
"5537","0.0","4","0","CC1=CC(=C(C(=C1)C)N=C2C=C3C4=CC(=C(C=C4CCN3C(=O)N2C)OC)OC)C","405.498","hematologic"
"5531","0.0","4","0","CCN(CC)C1=CC(=NC2=NC=NN12)C","205.265","multi"
"5526","0.0","3","2","C1CC(CCC1CN)C(=O)O","157.213","hematologic"
"5472","0.0","2","0","C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl","263.783","multi"
"5276","0.0","5","2","CCOC1=CC(=CC(=C1O)CSC2=CC=CC=C2)C=C(C#N)C(=O)N","354.424","hematologic"
"5219","0.0","5","1","C1COCCN1[N+]2=CC(=N)O[N-]2","170.172","multi"
"5206","0.0","8","0","C(OC(C(F)(F)F)C(F)(F)F)F","200.056","multi"
"5160","0.0","7","1","CN(C)CC(COC1=CC=CC=C1CCC2=CC(=CC=C2)OC)OC(=O)CCC(=O)O","429.513","multi"
"5083","0.0","4","3","CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)CCCSC(=N)N","457.552","hematologic"
"5059","2.0","3","1","CCCCCC(C1=CC(=CC=C1)OCC2=NC3=CC=CC=C3C=C2)O","335.447","multi"
"4970","0.0","6","0","CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C5=C(C=C4)OCO5)OCO3","353.374","multi"
"4814","0.0","5","2","COC1=C(C=C(C=C1)C(=O)NCC2=CN=CC=C2)C(=O)NCC3=CN=CC=C3","376.416","hematologic"
"4812","4.0","2","0","CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCCC(C)CCCC(C)CCCC(C)C","450.707","hematologic"
"4778","NA","1","0","C1=CC=C(C=C1)[As]=O","168.027","hematologic"
"4760","0.0","2","0","C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O","222.243","hematologic"
"4740","0.0","4","0","CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C","278.312","multi"
"4418","0.0","5","1","COC1=CC=CC=C1N2CCN(CC2)CC(COC3=CC=CC4=CC=CC=C43)O","392.499","multi"
"4413","0.0","4","4","C1=CC(=CC=C1C(=O)OC2=CC3=C(C=C2)C=C(C=C3)C(=N)N)N=C(N)N","347.378","multi"
"4406","0.0","6","4","C1CCN(CC1)C(=O)C(CC2=CC=C(C=C2)C(=N)N)NC(=O)CNS(=O)(=O)C3=CC4=CC=CC=C4C=C3","521.636","hematologic"
"4239","0.0","6","1","CCOC(=O)NC1=C[N+](=NO1)N2CCOCC2","243.243","multi"
"4197","0.0","3","1","CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2","211.224","multi"
"4055","0.0","2","0","CC1=CC(=O)C2=CC=CC=C2C1=O","172.183","hematologic"
"3822","0.0","5","1","C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O","395.434","multi"
"3671","2.0","2","0","CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C","230.311","multi"
"3657","0.0","2","3","C(=O)(N)NO","76.055","multi"
"3616","1.0","2","2","CC(=O)NCCCCCCNC(=O)C","200.282","multi"
"3447","1.0","5","2","CCOC(=O)C1=CC=C(C=C1)OC(=O)CCCCCN=C(N)N","321.377","hematologic"
"3298","2.0","2","0","CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC","330.512","hematologic"
"3189","2.0","5","2","CCOC(=O)C1C(O1)C(=O)NC(CC(C)C)C(=O)NCCC(C)C","342.436","hematologic"
"3108","0.0","12","4","C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO","504.636","multi"
"2806","0.0","4","0","COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3","321.819","hematologic"
"2754","0.0","5","1","C1CCC(CC1)N2C(=NN=N2)CCCCOC3=CC4=C(C=C3)NC(=O)CC4","369.469","multi"
"2753","0.0","3","1","CN(C1CCCCC1)C(=O)CCCOC2=CC3=C(C=C2)NC(=O)C=C3","342.439","hematologic"
"2552","NA","4","3","CCCCCC(C=CC1C(CC2C1CC(=CCCCC(=O)O)C2)O)O","350.499","hematologic"
"2403","0.0","3","2","CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)CCCN","398.466","hematologic"
"2352","NA","5","3","CC#CCC(C)C(C=CC1C(CC2C1C3=C(O2)C(=CC=C3)CCCC(=O)O)O)O","398.499","multi"
"2244","0.0","4","1","CC(=O)OC1=CC=CC=C1C(=O)O","180.159","multi"
"2182","0.0","1","1","C1C2=C(C=CC(=C2Cl)Cl)NC3=NC(=O)CN31","256.086","multi"
"1415","3.0","4","2","CCCCCC=CCC(C=CC=CCC=CCCCC(=O)O)OO","336.472","multi"
"1202","3.0","3","2","CCCCCC(C=CC1CC2CC(C2)C1CC=CCCCC(=O)O)O","348.527","multi"
"564","1.0","3","2","C(CCC(=O)O)CCN","131.175","hematologic"
"311","0.0","7","4","C(C(=O)O)C(CC(=O)O)(C(=O)O)O","192.123","hematologic"
"194","NA","27","10","C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C5N=CN=C6N)O)O)O)O","836.39","hematologic"
"134812791","NA","16","13","C1C[C@@H](N(C1)C(=O)C2CSSC[C@H](C(=O)NC(C(=O)N[C@@H](C(=O)N[C@H](C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)N[C@H](CCCCN)C(=O)NCC(=O)N","1056.225","multi"
"134715568","NA","7","1","[2H]C1=C(C(=C(C(=C1[2H])[2H])C([2H])([2H])CCCP(=O)(CC(=O)N2C[C@@H](C[C@H]2C(=O)O)C3CCCCC3)O[C@@H](C(C)C)OC(=O)CC)[2H])[2H]","570.714","cardio"
"134715447","NA","7","0","[2H]C([2H])([2H])C([2H])([2H])C(=O)O[C@H](C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@@H](C[C@H]2C(=O)[O-])C3CCCCC3.[Na+]","590.684","cardio"
"134694981","3.0","4","3","CC#CCC(C)[C@@H](/C=C/C1[C@@H](C[C@H]2[C@@H]1CC(=CCCCC(=O)O)C2)O)O","360.494","multi"
"134694655","NA","9","4","CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2C[C@@H](C31)[C@]5(CC([C@H]6C[C@@H]4[C@@]5([C@H]6OC)O)OC)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C.Br","665.622","multi"
"134694117","NA","9","7","C[C@@H]([C@@H](C1=CC(=CC=C1)O)O)N.[C@@H](C(C(=O)O)O)(C(=O)O)O","317.294","cardio"
"134694070","NA","9","6","C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br.[C@@H](C(C(=O)O)O)(C(=O)O)O","442.226","cardio"
"134693137","NA","13","6","CC=C1[C@@H](C(=CO[C@H]1O[C@H]2[C@@H](C([C@@H](C(O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC(=C(C=C3)O)O","540.518","multi"
"134693125","0.0","5","2","CN1[C@@H]2CC(C[C@H]1C(C2)O)OC(=O)C(CO)C3=CC=CC=C3","305.374","multi"
"134692601","NA","16","13","C1C[C@H](N(C1)C(=O)C2CSSC[C@@H](C(=O)NC(C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N","1056.225","multi"
"134692433","0.0","9","3","CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2CC([C@H]31)[C@]5(C[C@@H]([C@H]6C[C@@H]4[C@@]5(C6OC)O)OC)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C","584.71","multi"
"134692167","1.0","10","3","C[C@@H]1C(=O)O[C@@H]2[C@]1(C34C(=O)O[C@H]5C3([C@H]2O)C6([C@H](O4)OC(=O)C6O)C(C5)C(C)(C)C)O","424.402","multi"
"134688985","NA","12","4","CN1[C@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3.CN1[C@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3.OS(=O)(=O)O","676.822","multi"
"134688908","1.0","13","6","CC=C1C(C(=COC1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC(=C(C=C3)O)O","540.518","multi"
"134688695","NA","13","5","CN1[C@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.CN1[C@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.O.OS(=O)(=O)O","694.837","multi"
"134688676","NA","9","3","CCN1C[C@]2(CC[C@@H]([C@@]34[C@@H]2C[C@@H]([C@@H]31)[C@]5(C[C@@H]([C@@H]6C[C@@H]4[C@@]5([C@H]6OC)O)OC)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C","584.71","multi"
"134687896","0.0","9","3","C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]2CC[C@]3([C@@H](C2)CC[C@H]4[C@@H]3CC[C@@]5([C@@]4(CC[C@H]5C6=CC(=O)OC6)O)C)C=O)O)OC)O","548.673","cardio"
"134687055","NA","10","2","COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)N2CCN(CC2)CC(=O)N3CCCC3.C(=CC(=O)O)C(=O)O","533.578","cardio"
"134687052","NA","12","5","C([C@@H]1[C@H]([C@@H](C(O1)(COP(=O)(O)O)O)O)O)OP(=O)([O-])[O-].[Mg+2]","362.403","multi"
"134487455","0.0","4","2","C[C@]12CCC(C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@@]3(CC[C@@H]4C5=COC(=O)C=C5)O)C)O","386.532","multi"
"134129846","NA","5","1","CC[C@H]1[C@H]2C[C@H]3[C@H]4[C@@]5(C[C@@H](C2[C@H]5OC(=O)CCl)N3[C@@H]1O)C6=CC=CC=C6N4C","402.919","cardio"
"134129845","NA","15","12","C1C[C@H](N(C1)C(=O)[C@@H]2CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=CC=C4)N)C(=O)N[C@H](CCCCN)C(=O)NCC(=O)N","1040.226","cardio"
"134129700","NA","9","4","CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2C[C@@H](C31)[C@]5(C[C@@H]([C@@H]6C[C@@H]4[C@@]5([C@H]6OC)O)OC)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C.Br","665.622","multi"
"133640184","NA","24","13","C/C=C(/C)\C(=O)O[C@H]1[C@@H]([C@@]2([C@H](C[C@@]3(C(=CCC4[C@]3(CCC5[C@@]4(CC[C@@H]([C@]5(C)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O[C@@H]7[C@H]([C@@H]([C@H]([C@@H](O7)CO)O)O)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C)C)C2CC1(C)C)C)O)CO)OC(=O)C","1131.269","cardio"
"133588927","NA","16","13","C1C[C@H](N(C1)C(=O)C2CSSC[C@@H](C(=O)NC(C(=O)N[C@H](C(=O)N[C@H](C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N","1056.225","multi"
"133564574","0.0","4","2","C[C@@]12CC[C@H](C[C@@H]1CC[C@H]3[C@H]2CC[C@@]4([C@]3(CC[C@H]4C5=COC(=O)C=C5)O)C)O","386.532","multi"
"133556245","0.0","9","3","C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2CC[C@@]3([C@H](C2)CCC4C3CC[C@@]5([C@]4(CC[C@@H]5C6=CC(=O)OC6)O)C)C=O)O)OC)O","548.673","cardio"
"133126489","NA","10","8","C1=CC(=C(C=C1[C@@H](CN)O)O)O.[C@H]([C@@H](C(=O)O)O)(C(=O)O)O","319.266","cardio"
"133082056","NA","69","59","CC[C@H](C)[C@@H](C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@H]1CSSC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H]3CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N4CCC[C@H]4C(=O)N[C@@H](CSSC[C@H](NC(=O)[C@@H](NC3=O)CCCCN)C(=O)N[C@@H](CC5=CC=C(C=C5)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)N)C(=O)N)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N2)CCCCN)C)C)CO)CO)CC6=CC=C(C=C6)O)CC(C)C)CCC(=O)O)CCCCN)CCCCN)CO)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]7CCCN7C(=O)[C@@H](NC(=O)[C@@H](NC1=O)[C@@H](C)O)CO)CCCCN)CCC(=O)N)CCCCN)CC(=O)N)CCSC)NC(=O)[C@H]([C@@H](C)O)N","4194.932","cardio"
"132535036","NA","3","0","COC1=C(C2=C(C[C@H]3C4=CC=CC=C4CCN3C2)C=C1)OC","295.382","multi"
"131954762","1.0","13","6","CC=C1[C@@H](C(=CO[C@H]1O[C@H]2[C@@H]([C@H]([C@@H](C(O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC(=C(C=C3)O)O","540.518","multi"
"131887750","NA","2","1","CCNCC.[N]=O","103.145","cardio"
"131750168","NA","14","2","CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(/N=C(/C(C4=CC=C(C=C4)[O-])C(=O)O)\[O-])OC)OC2)C(=O)O.[Na+].[Na+]","564.437","cardio"
"131632568","NA","18","8","C[C@@H]1[C@@H](C[C@@]2(C([C@H]([C@H](O2)[C@H](C[C@@H]([C@H](C)[C@@H]([C@H](C)C=C(C)C(=CC=CC(=CC#N)C)C)O)O)OC)OP(=O)(O)O)(C)C)O[C@H]1CC=CC3=COC(=N3)[C@@H](C)CCNC(=O)[C@H]([C@H]([C@H](COC)N(C)C)O)O)O","1009.185","cardio"
"131632429","NA","12","4","CN1[C@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.CN1[C@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.OS(=O)(=O)O","676.822","multi"
"129848913","NA","10","2","CC(=O)OCC[N+](C)(C)C.CC(=O)OCC[N+](C)(C)C.[C@@H]([C@H](C(=O)[O-])O)(C(=O)[O-])O","440.49","cardio"
"129728754","NA","12","3","C([C@H]([C@H]([C@@H](C(=O)COP(=O)([O-])[O-])O)O)O)OP(=O)([O-])[O-].[Sr+2].[Sr+2]","511.322","multi"
"129700248","NA","9","4","CC1=C(C(C(=C(N1)C)C(=O)OCCN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC.Cl.Cl.Cl","720.085","cardio"
"129631814","3.0","3","3","C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]\2[C@@]1(CCC/C2=C/C=C\3/C[C@H](C[C@@H](C3=C)O)O)C","416.646","cardio"
"129630527","1.0","10","3","C[C@H]1C(=O)O[C@H]2[C@@]1([C@]34C(=O)O[C@@H]5C3([C@@H]2O)[C@]6([C@H](C5)C(C)(C)C)[C@@H](C(=O)O[C@@H]6O4)O)O","424.402","multi"
"129628892","0.0","5","2","CN1C2CC(CC1C(C2)O)OC(=O)[C@H](CO)C3=CC=CC=C3","305.374","multi"
"129627812","NA","14","6","C[C@@H]1C([C@H](C[C@@H](O1)OC2CCC3(C4CCC5(C(CC[C@]5(C4CCC3(C2)O)O)C6=CC(=O)OC6)C)C=O)OC)O[C@@H]7[C@H]([C@H]([C@H]([C@@H](O7)CO)O)O)O","710.814","cardio"
"129318289","NA","9","5","CCC[N@@+]12[C@H]3C[C@@H]([C@@H]([C@H]1O)CC)[C@@H]4[C@@H]2C[C@@]5([C@H]3N(C6=CC=CC=C65)C)[C@@H]4O.[C@@H]([C@H](C(=O)[O-])O)(C(=O)O)O","518.607","cardio"
"129316870","NA","10","3","CC1C(=O)O[C@H]2[C@]1([C@@]34C(=O)OC5[C@]3(C2O)[C@@]6(C(C5)C(C)(C)C)C(C(=O)OC6O4)O)O","424.402","multi"
"129316854","0.0","4","2","C[C@]12CCC(CC1CCC3C2CC[C@]4([C@@]3(CCC4C5=COC(=O)C=C5)O)C)O","386.532","multi"
"129316852","NA","13","6","CC=C1[C@H](C(=COC1OC2C(C(C(C(O2)CO)O)O)O)C(=O)OC)CC(=O)OCCC3=CC(=C(C=C3)O)O","540.518","multi"
"127255989","NA","7","4","C1CC2=C(C=CC(=C2)F)O[C@H]1[C@H](CNC[C@@H](C3CCC4=C(O3)C=CC(=C4)F)O)O.Cl","441.9","cardio"
"127053506","NA","3","2","CCC[N+]12[C@@H]3C[C@@H]([C@@H]([C@H]1O)CC)[C@H]4[C@@H]2C[C@@]5([C@H]3N(C6=CC=CC=C65)C)[C@@H]4O","369.529","cardio"
"127021099","NA","9","5","CCC[N+]12[C@H]3C[C@@H]([C@@H]([C@H]1O)CC)[C@@H]4[C@@H]2C[C@@]5([C@H]3N(C6=CC=CC=C65)C)[C@@H]4O.C(C(C(=O)[O-])O)(C(=O)O)O","518.607","cardio"
"126969084","NA","9","3","CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2C[C@H](C31)[C@]5(C[C@@H]([C@H]6C[C@H]4[C@@]5([C@@H]6OC)O)OC)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C","584.71","multi"
"125183316","1.0","4","1","CCC/C=C/C/C=C/C=C/C=NNN=O","207.277","cardio"
"124328164","0.0","8","4","C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2CC[C@@]3([C@@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O","530.658","cardio"
"124202406","0.0","4","1","C(/C=[N+](/O)\[O-])C(=O)[O-]","118.068","multi"
"124081848","NA","11","0","[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.N#[O+].[Fe+2]","215.941","cardio"
"124081055","NA","8","3","CN1CCC2=CC(=C3C=C2[C@H]1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)C[C@@H]6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)O)OC.Cl.Cl","681.651","multi"
"124080895","NA","8","4","C1=CC(=CN=C1)C[C@](O)(P(=O)(O)O)P(=O)(O)[O-].[Na+]","305.094","cardio"
"123775144","3.0","3","1","CCCCCC=CCC=CC[C@@H]1[C@@H](O1)CC=CCCCC(=O)O","320.473","cardio"
