"CID","HBondAcceptorCount","HBondDonorCount","IsomericSMILES","MolecularWeight","XLogP","drug_class","desalted_SMILES"
"11272917","7","3","CC/C(=C/[C@H](C)C/C=C/C(=C/[C@@H](CO)C(=O)[C@@H](C)[C@@H]([C@@H](C)C/C(=C/C(=O)O)/C)O)/C)/C=C/[C@H]1[C@H](C=CC(=O)O1)C","556.74","6.6","antineoplastic","CCC(=C/[C@H](C)C/C=C/C(C)=C/[C@@H](CO)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C/C(C)=C/C(=O)O)/C=C/[C@@H]1OC(=O)C=C[C@@H]1C"
"41782","4","0","CCC(=O)C(CCCCCCOC1=C(C=C(C=C1)OC)Cl)C(=O)CC","368.898","5.2","antiinfective","CCC(=O)C(CCCCCCOc1ccc(OC)cc1Cl)C(=O)CC"
"643985","2","0","CCC(=O)C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2","309.453","3.9","cns","CCC(=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1"
"80069","3","2","CCC(=O)C1(CCN(CC1)C)C2=CC(=CC=C2)O.Cl","283.796","NA","cns","CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1"
"60815","6","0","CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC","376.453","1.9","cns","CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1"
"62156","4","0","CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CC=C3)C(=O)OC","394.515","3.8","cns","CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1"
"9851365","11","4","CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CC=C3)C(=O)OC.C(C(=O)O)C(CC(=O)O)(C(=O)O)O","586.638","NA","cns","CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O"
"22027010","8","2","CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2C)CCC3=CC=CC=C3)C(=O)OC.C(=O)(C(=O)O)O","498.576","NA","cns","CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1C"
"49852291","6","1","CCC(=O)N(C1=CC=CC=C1)C2(CC[NH+](CC2)CCC(=O)OC)C(=O)OC.[Cl-]","412.911","NA","cns","CCC(=O)N(c1ccccc1)C1(C(=O)OC)CC[NH+](CCC(=O)OC)CC1"
"449698","4","0","CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CC=C3)C(=O)O[11CH3]","393.515","3.8","cns","CCC(=O)N(c1ccccc1)C1(C(=O)O[11CH3])CCN(CCc2ccccc2)CC1"
"41693","4","0","CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC","386.554","4.0","cns","CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1"
"65494","11","4","CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC.C(C(=O)O)C(CC(=O)O)(C(=O)O)O","578.677","NA","cns","CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O"
"64761","6","1","CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC.Cl","452.984","NA","cns","CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1"
"62279","3","1","CCC(=O)N(C1CCN(CC1C)CC(C2=CC=CC=C2)O)C3=CC=CC=C3","366.505","3.6","cns","CCC(=O)N(c1ccccc1)C1CCN(CC(O)c2ccccc2)CC1C"
"101599248","3","1","CCC(=O)N(C1CCN(C[C@H]1C)CC(C2=CC=CC=C2)O)C3=CC=CC=C3","366.505","3.6","cns","CCC(=O)N(c1ccccc1)C1CCN(CC(O)c2ccccc2)C[C@H]1C"
"3345","2","0","CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3","336.479","4.0","cns","CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1"
"159600","13","5","CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3.C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F.C(C(=O)O)C(CC(=O)O)(C(=O)O)O","908.037","NA","cns","CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1.O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O"
"13810","9","4","CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O","528.602","NA","cns","CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O"
"72679317","2","1","CCC(=O)N(C1CCN(CC1C)CCC2=CC=CC=C2)C3=CC=CC=C3.Cl","386.964","NA","cns","CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1C"
"40537360","2","0","CCC(=O)N([C@@H]1CCN(C[C@@H]1C)CCC2=CC=CC=C2)C3=CC=CC=C3","350.506","4.5","cns","CCC(=O)N(c1ccccc1)[C@@H]1CCN(CCc2ccccc2)C[C@@H]1C"
"10070040","4","0","CCC(=O)N(C1=CC=CC=C1)[C@]2(CCN(C[C@H]2C)CCC3=CC=CC=C3)C(=O)OC","408.542","4.2","cns","CCC(=O)N(c1ccccc1)[C@@]1(C(=O)OC)CCN(CCc2ccccc2)C[C@H]1C"
"119057604","2","1","CCC(=O)N([C@H]1CCN(C[C@H]1C)CCC2=CC=CC=C2)C3=CC=CC=C3.Cl","386.964","NA","cns","CCC(=O)N(c1ccccc1)[C@H]1CCN(CCc2ccccc2)C[C@H]1C"
"65499","4","0","CCC(=O)N(C1=CC=CC=C1)[C@@]2(CCN(C[C@@H]2C)CCC3=CC=CC=C3)C(=O)OC","408.542","4.2","cns","CCC(=O)N(c1ccccc1)[C@]1(C(=O)OC)CCN(CCc2ccccc2)C[C@@H]1C"
"119828","5","1","CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C2=C(ON=C2C3=CC=CC=C3)C","370.423","3.3","antiinflammatory","CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1"
"21982135","5","1","CCC(=O)NS(=O)(=O)C1=CC=CC=C1C2=C(ON=C2C3=CC=CC=C3)C","370.423","3.3","antiinflammatory","CCC(=O)NS(=O)(=O)c1ccccc1-c1c(-c2ccccc2)noc1C"
"9983292","7","6","CCC(=O)O.CCC(=O)O.C1CN=C(N1)C2=CC(=CC=C2)NC(=O)NC3=CC=CC(=C3)C4=NCCN4","496.568","NA","antiinfective","CCC(=O)O.CCC(=O)O.O=C(Nc1cccc(C2=NCCN2)c1)Nc1cccc(C2=NCCN2)c1"
"114961","5","5","CCC(=O)O.C1CN=C(N1)C2=CC(=CC=C2)NC(=O)NC3=CC=CC(=C3)C4=NCCN4","422.489","NA","antiinfective","CCC(=O)O.O=C(Nc1cccc(C2=NCCN2)c1)Nc1cccc(C2=NCCN2)c1"
"15329","3","1","CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C.Cl","375.937","NA","cns","CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C"
"90471649","5","0","CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3.CCC(=O)OC(CC1=CC=CC=C1)(C2=CC=CC=C2)C(C)CN(C)C","647.86","NA","gastrointestinal","CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C.CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O"
"3420","7","1","CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)O)C3CCCCC3","563.672","6.2","cardio","CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1CC(C2CCCCC2)CC1C(=O)O)C(C)C"
"23694889","7","0","CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)[O-])C3CCCCC3.[Na+]","585.654","NA","cardio","CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1CC(C2CCCCC2)CC1C(=O)[O-])C(C)C"
"91798954","7","0","CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(C[C@H]2C(=O)[O-])C3CCCCC3.[Na+]","585.654","NA","cardio","CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1CC(C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C"
"9872634","7","1","CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@H](C[C@H]2C(=O)O)C3CCCCC3","563.672","6.2","cardio","CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C"
"55891","7","1","CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@@H](C[C@H]2C(=O)O)C3CCCCC3","563.672","6.2","cardio","CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C"
"23681451","7","0","CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@@H](C[C@H]2C(=O)[O-])C3CCCCC3.[Na+]","585.654","NA","cardio","CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C"
"98520","3","0","CCC(=O)OC1(CC(N(CC1C)C)C)C2=CC=CC=C2","275.392","3.1","cns","CCC(=O)OC1(c2ccccc2)CC(C)N(C)CC1C"
"6471","3","0","CCC(=O)OC1(CCN(CC1C)C)C2=CC=CC=C2","261.365","2.8","cns","CCC(=O)OC1(c2ccccc2)CCN(C)CC1C"
"6148","3","0","CCC(=O)OC1(C[C@@H](N(C[C@H]1C)C)C)C2=CC=CC=C2","275.392","3.1","cns","CCC(=O)OC1(c2ccccc2)C[C@H](C)N(C)C[C@H]1C"
"5382853","16","3","CCC(=O)O[C@@H]1CC(=O)O[C@@H](C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]1OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC)(C)O)N(C)C)O)CC=O)C)O)C","813.979","2.6","antiinfective","CCC(=O)OC1C(C)OC(OC2C(C)OC(O[C@@H]3[C@@H](OC)[C@H](OC(=O)CC)CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@@H]3CC=O)C(O)C2N(C)C)CC1(C)O"
"6392391","16","3","CCC(=O)OC1CC(=O)OC(C/C=C\C=C\C(C(CC(C(C1OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC)(C)O)N(C)C)O)CC=O)C)O)C","813.979","2.6","antiinfective","CCC(=O)OC1CC(=O)OC(C)C/C=C\C=C\C(O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(O)C(OC(=O)CC)C(C)O3)C(N(C)C)C2O)C1OC"
"5128452","16","3","CCC(=O)OC1CC(=O)OC(CC=CC=CC(C(CC(C(C1OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC)(C)O)N(C)C)O)CC=O)C)O)C","813.979","2.6","antiinfective","CCC(=O)OC1CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(O)C(OC(=O)CC)C(C)O3)C(N(C)C)C2O)C1OC"
"21800","8","1","CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)OC(=O)CC","504.595","3.6","antiinflammatory","CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"
"124978","17","5","CCC(=O)OCC(=O)[C@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)OC(=O)CC.C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)COP(=O)(O)O)O)C)O)F)C","977.042","NA","antiinflammatory","CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C.C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O"
"636374","7","1","CCC(=O)OCC(=O)[C@]1([C@@H](C[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2[C@@H](CC4=CC(=O)C=C[C@]34C)Cl)O)C)C)OC(=O)CC","521.047","3.2","antiinflammatory","CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl"
"6708482","7","1","CCC(=O)O[C@H](C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@@H](C[C@H]2C(=O)O)C3CCCCC3","563.672","6.2","cardio","CCC(=O)O[C@@H](OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C"
"23667962","7","0","CCC(=O)O[C@H](C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@@H](C[C@H]2C(=O)[O-])C3CCCCC3.[Na+]","585.654","NA","cardio","CCC(=O)O[C@@H](OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C"
"45357796","7","1","CCC(=O)O[C@H](C(C)C)O[P@@](=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@@H](C[C@H]2C(=O)O)C3CCCCC3","563.672","6.2","cardio","CCC(=O)O[C@@H](O[P@@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C"
"49800050","7","0","CCC(=O)O[C@H](C(C)C)O[P@@](=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@@H](C[C@H]2C(=O)[O-])C3CCCCC3.[Na+]","585.654","NA","cardio","CCC(=O)O[C@@H](O[P@@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C"
"9601226","7","1","CCC(=O)O[C@H](C(C)C)O[P@](=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@@H](C[C@H]2C(=O)O)C3CCCCC3","563.672","6.2","cardio","CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C"
"23666105","7","0","CCC(=O)O[C@H](C(C)C)O[P@](=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@@H](C[C@H]2C(=O)[O-])C3CCCCC3.[Na+]","585.654","NA","cardio","CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C"
"204163","3","0","CCC(=O)O[C@]1(CCN(C[C@H]1C)C)C2=CC=CC=C2","261.365","2.8","cns","CCC(=O)O[C@@]1(c2ccccc2)CCN(C)C[C@H]1C"
"72710705","3","0","CCC(=O)O[C@]1(C[C@H](N(C[C@H]1C)C)C)C2=CC=CC=C2","275.392","3.1","cns","CCC(=O)O[C@@]1(c2ccccc2)C[C@@H](C)N(C)C[C@H]1C"
"20055107","3","0","CCC(=O)O[C@]1(C[C@@H](N(C[C@H]1C)C)C)C2=CC=CC=C2","275.392","3.1","cns","CCC(=O)O[C@@]1(c2ccccc2)C[C@H](C)N(C)C[C@H]1C"
"118701645","7","1","CCC(=O)O[C@@H](C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(C[C@H]2C(=O)O)C3CCCCC3","563.672","6.2","cardio","CCC(=O)O[C@H](OP(=O)(CCCCc1ccccc1)CC(=O)N1CC(C2CCCCC2)C[C@H]1C(=O)O)C(C)C"
"92131781","7","0","CCC(=O)O[C@@H](C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2C[C@H](C[C@H]2C(=O)[O-])C3CCCCC3.[Na+]","585.654","NA","cardio","CCC(=O)O[C@H](OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C"
"123133975","16","3","CCC(=O)O[C@@H]1CC(=O)O[C@@H](C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]1OC)O[C@H]2C(C([C@@H](C(O2)C)O[C@@H]3CC([C@H](C(O3)C)OC(=O)CC)(C)O)N(C)C)O)CC=O)C)O)C","813.979","NA","antiinfective","CCC(=O)O[C@H]1C(C)O[C@H](O[C@@H]2C(C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](OC(=O)CC)CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@@H]3CC=O)C(O)C2N(C)C)CC1(C)O"
"134693167","16","3","CCC(=O)O[C@@H]1CC(=O)O[C@@H](C/C=C/C=C/C(C(CC([C@@H](C1OC)O[C@H]2C([C@H]([C@@H](C(O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)OC(=O)CC)(C)O)N(C)C)O)CC=O)C)O)C","813.979","2.6","antiinfective","CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2C(C)O[C@@H](O[C@H]3C(CC=O)CC(C)C(O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@@H](OC(=O)CC)C3OC)C(O)[C@H]2N(C)C)C[C@@]1(C)O"
"122173800","18","1","CCC(=O)O[C@@H]1CC(=O)O[C@@H](C/C=C/C=C/[C@@H]([C@@H](C[C@@H](C([C@H]1OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)OC(=O)CC)(C)OC(=O)C)N(C)C)O)CC=O)C)OC(=O)C)C","898.053","3.8","antiinfective","CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](OC3[C@@H](OC)[C@H](OC(=O)CC)CC(=O)O[C@H](C)C/C=C/C=C/[C@H](OC(C)=O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)OC(C)=O"
"5282169","16","3","CCC(=O)O[C@@H]1CC(=O)O[C@@H](C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]1OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)OC(=O)CC)(C)O)N(C)C)O)CC=O)C)O)C","813.979","2.6","antiinfective","CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](OC(=O)CC)CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)O"
"5282188","18","1","CCC(=O)O[C@@H]1CC(=O)O[C@@H](C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]1OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)OC(=O)CC)(C)OC(=O)C)N(C)C)O)CC=O)C)OC(=O)C)C","898.053","3.8","antiinfective","CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](OC(=O)CC)CC(=O)O[C@H](C)C/C=C/C=C/[C@H](OC(C)=O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)OC(C)=O"
"6915743","16","3","CCC(=O)O[C@@H]1CC(=O)O[C@@H](C/C=C/C=C\[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]1OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)OC(=O)CC)(C)O)N(C)C)O)CC=O)C)O)C","813.979","2.6","antiinfective","CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](OC(=O)CC)CC(=O)O[C@H](C)C/C=C/C=C\[C@H](O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)O"
"71308307","18","1","CCC(=O)O[C@@H]1CC(=O)O[C@@H](C/C=C/C=C\[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]1OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)OC(=O)CC)(C)OC(=O)C)N(C)C)O)CC=O)C)OC(=O)C)C","898.053","3.8","antiinfective","CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](OC(=O)CC)CC(=O)O[C@H](C)C/C=C/C=C\[C@H](OC(C)=O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)OC(C)=O"
"101280135","16","3","CCC(=O)O[C@@H]1CC(=O)O[C@@H](C/C=C\C(/C=C\[C@@H](C[C@@H]([C@@H]([C@H]1OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)OC(=O)CC)(C)O)N(C)C)O)CC=O)C)O)C","813.979","2.5","antiinfective","CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](OC(=O)CC)CC(=O)O[C@H](C)C/C=C\C(O)/C=C\[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)O"
"46783782","16","3","CCC(=O)O[C@@H]1CC(=O)O[C@@H](C/C=C\C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]1OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)OC(=O)CC)(C)O)N(C)C)O)CC=O)C)O)C","813.979","2.6","antiinfective","CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@@H]3[C@@H](OC)[C@H](OC(=O)CC)CC(=O)O[C@H](C)C/C=C\C=C/[C@H](O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)O"
"124225192","16","3","CCC(=O)O[C@@H]1CC(=O)O[C@@H](C/C=C\C=C\[C@@H]([C@@H](C[C@@H]([C@@H]([C@@H]1OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)OC(=O)CC)(C)O)N(C)C)O)CC=O)C)O)C","813.979","2.6","antiinfective","CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@H]3[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C\C[C@@H](C)OC(=O)C[C@@H](OC(=O)CC)[C@H]3OC)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)O"
"131881136","18","1","CCC(=O)O[C@@H]1CC(=O)O[C@@H](C/C=C\C=C\[C@@H]([C@@H](C[C@@H]([C@@H]([C@@H]1OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)OC(=O)CC)(C)OC(=O)C)N(C)C)O)CC=O)C)OC(=O)C)C","898.053","3.8","antiinfective","CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@H]3[C@@H](CC=O)C[C@@H](C)[C@@H](OC(C)=O)/C=C/C=C\C[C@@H](C)OC(=O)C[C@@H](OC(=O)CC)[C@H]3OC)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)OC(C)=O"
"5388982","16","3","CCC(=O)O[C@@H]1CC(=O)O[C@@H](CC=CC=C[C@H]([C@@H](C[C@@H]([C@@H]([C@H]1OC)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)OC(=O)CC)(C)O)N(C)C)O)CC=O)C)O)C","813.979","2.6","antiinfective","CCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@@H]2[C@@H](C)O[C@H](O[C@@H]3[C@@H](OC)[C@H](OC(=O)CC)CC(=O)O[C@H](C)CC=CC=C[C@@H](O)[C@H](C)C[C@@H]3CC=O)[C@H](O)[C@H]2N(C)C)C[C@@]1(C)O"
"15424","3","1","CCC(=O)O[C@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@H](C)CN(C)C.Cl","375.937","NA","cns","CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C"
"76965882","5","0","CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3.CCC(=O)O[C@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@H](C)CN(C)C","647.86","NA","gastrointestinal","CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C.CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O"
"48175","7","1","CCC(=O)O[C@@]1([C@H](CC2C1(CC([C@]3(C2C[C@@H](C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)CCl","484.965","3.7","cardio","CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC21C"
"32798","6","1","CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CCl","466.974","3.8","antiinflammatory","CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"
"6918178","7","1","CCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2C[C@@H](C4=CC(=O)C=C[C@@]43C)F)F)O)C)C)C(=O)CCl","484.965","3.7","cardio","CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C"
